p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
dannyward,2020,71,380,0,0,38,485,14,09-12-1990,180,80,England,High/High,73.83333333,69.33333333,68.16666667,Goalkeeper,30,1940,56,34.64285714,145.2222222,6.222222222,24.69135802,4,0,0,3420,71
dannyward,2020,71,380,0,0,38,485,14,22-06-1993,191,88,Wales,Medium/Medium,0,0,68.83333333,Forward,27,1940,56,34.64285714,137.8,5.6,24.12214577,3,2,0,3800,71
dannyward,2020,71,380,0,0,38,485,14,22-06-1993,191,88,Wales,Medium/Medium,0,0,68.83333333,Goalkeeper,27,1940,56,34.64285714,131.7272727,5.090909091,24.12214577,3,0,0,4180,71
dannywelbeck,2016,3,408,796,16,16,4773,94,26-11-1990,185,73,England,High/High,81.33333333,75.5,78,Forward,26,0,0,0,0,0,21.32943755,4,2,0,0,0
dannywelbeck,2017,57,408,1290,28,30,4773,94,26-11-1990,185,73,England,High/High,81.33333333,75.5,78,Forward,27,796,16,49.75,3,16,21.32943755,4,2,0,408,3
dannywelbeck,2018,203,408,182,8,10,4773,94,26-11-1990,185,73,England,High/High,81.33333333,75.5,78,Forward,28,2086,44,47.40909091,30,22,21.32943755,4,2,0,816,57
dannywelbeck,2019,103,408,888,18,20,4773,94,26-11-1990,185,73,England,High/High,81.33333333,75.5,78,Forward,29,2268,52,43.61538462,87.66666667,17.33333333,21.32943755,4,2,1,1224,203
dannywelbeck,2020,42,408,1617,24,26,4773,94,26-11-1990,185,73,England,High/High,81.33333333,75.5,78,Forward,30,3156,70,45.08571429,91.5,17.5,21.32943755,4,2,0,1632,103
dannywilliams,2017,183,366,1206,20,26,1312,25,08-03-1989,182,78,United States,Medium/Medium,75,80,70.5,Midfielder,28,0,0,0,0,0,23.54788069,3,3,0,0,0
dannywilliams,2017,183,366,1206,20,26,1312,25,08-03-1989,182,78,United States,Medium/Medium,75,80,70.5,Midfielder,28,1206,20,60.3,183,20,23.54788069,3,3,1,366,183
dannywilliams,2017,183,366,1206,20,26,1312,25,25-01-1988,185,77,England,Medium/Medium,69.5,56,62.25,Midfielder,29,2412,40,60.3,183,20,22.49817385,3,3,1,732,183
dannywilliams,2017,183,366,1206,20,26,1312,25,25-01-1988,185,77,England,Medium/Medium,69.5,56,62.25,Midfielder,29,3618,60,60.3,183,20,22.49817385,3,3,1,1098,183
dannywilliams,2018,183,366,106,5,10,1312,25,08-03-1989,182,78,United States,Medium/Medium,75,80,70.5,Midfielder,29,4824,80,60.3,183,20,23.54788069,3,3,1,1464,183
dannywilliams,2018,183,366,106,5,10,1312,25,08-03-1989,182,78,United States,Medium/Medium,75,80,70.5,Midfielder,29,4930,85,58,183,17,23.54788069,3,3,1,1830,183
dannywilliams,2018,183,366,106,5,10,1312,25,25-01-1988,185,77,England,Medium/Medium,69.5,56,62.25,Midfielder,30,5036,90,55.95555556,183,15,22.49817385,3,3,1,2196,183
dannywilliams,2018,183,366,106,5,10,1312,25,25-01-1988,185,77,England,Medium/Medium,69.5,56,62.25,Midfielder,30,5142,95,54.12631579,183,13.57142857,22.49817385,3,3,1,2562,183
darrenrandolph,2020,88,88,285,3,27,2565,27,12-05-1987,187,78.66666667,Republic of Ireland,Medium/Medium,0,0,73.33333333,Goalkeeper,33,0,0,0,0,0,22.49611561,3,0,0,0,0
darrongibson,2016,52,127,671,12,13,671,12,25-10-1987,180,79.6,Republic of Ireland,Medium/Medium,52.4,69.4,72.2,Midfielder,29,0,0,0,0,0,24.56790123,3,3,0,0,0
daryljanmaat,2016,78,446,1672,27,27,5829,76,22-07-1989,185,80,Netherlands,High/Medium,71.16666667,77.5,76.66666667,Defender,27,0,0,0,0,0,23.37472608,3.5,1,0,0,0
daryljanmaat,2017,26,446,1917,23,35,5829,76,22-07-1989,185,80,Netherlands,High/Medium,71.16666667,77.5,76.66666667,Defender,28,1672,27,61.92592593,78,27,23.37472608,3.5,1,0,446,78
daryljanmaat,2018,97,446,1602,18,22,5829,76,22-07-1989,185,80,Netherlands,High/Medium,71.16666667,77.5,76.66666667,Defender,29,3589,50,71.78,52,25,23.37472608,3.5,1,0,892,26
daryljanmaat,2019,92,446,638,8,12,5829,76,22-07-1989,185,80,Netherlands,High/Medium,71.16666667,77.5,76.66666667,Defender,30,5191,68,76.33823529,67,22.66666667,23.37472608,3.5,1,0,1338,97
davidbrooks,2018,88,483,2338,30,33,2854,39,08-07-1997,179.6,61.2,Wales,Medium/Medium,70,59,68.6,Midfielder,21,0,0,0,0,0,18.97312017,3,3,0,0,0
davidbrooks,2019,325,483,516,9,9,2854,39,08-07-1997,179.6,61.2,Wales,Medium/Medium,70,59,68.6,Midfielder,22,2338,30,77.93333333,88,30,18.97312017,3,3,0,483,88
davidbutton,2018,41,41,380,4,29,475,5,27-02-1989,191,78.5,England,Medium/Medium,0,0,68.16666667,Goalkeeper,29,0,0,0,0,0,21.51805049,3,0,0,0,0
davidezappacosta,2018,35,351,145,4,23,1315,26,11-06-1992,182.5,70.33333333,Italy,High/High,79.33333333,73.66666667,77.66666667,Defender,26,0,0,0,0,0,21.11715769,4,1,0,0,0
davidmartin,2019,24,24,460,5,13,460,5,22-01-1986,187.3333333,86.33333333,England,Medium/Medium,0,0,66.66666667,Goalkeeper,33,0,0,0,0,0,24.60075227,3,0,0,0,0
davidmcgoldrick,2019,60,78,1889,28,29,4410,63,29-11-1987,183,74,Republic of Ireland,Medium/Medium,68.5,68.16666667,72,Midfielder,32,0,0,0,0,0,22.09680791,3,3,0,0,0
davidmcgoldrick,2020,18,78,2521,35,37,4410,63,29-11-1987,183,74,Republic of Ireland,Medium/Medium,68.5,68.16666667,72,Midfielder,33,1889,28,67.46428571,60,28,22.09680791,3,3,0,78,60
davidospina,2016,24,144,152,2,34,557,7,31-08-1988,183,79.66666667,Colombia,Medium/Medium,0,0,78.83333333,Goalkeeper,28,0,0,0,0,0,23.78890581,3,0,0,0,0
davidospina,2017,31,144,405,5,34,557,7,31-08-1988,183,79.66666667,Colombia,Medium/Medium,0,0,78.83333333,Goalkeeper,29,152,2,76,24,2,23.78890581,3,0,0,144,24
davidsilva,2017,11,140,2555,29,30,9854,123,13-12-1986,174.5,74.5,Colombia,High/Medium,72,74,72.33333333,Midfielder,31,0,0,0,0,0,24.46613739,3.5,3,0,0,0
davidsilva,2018,33,140,2504,33,35,9854,123,13-12-1986,174.5,74.5,Colombia,High/Medium,72,74,72.33333333,Midfielder,32,2555,29,88.10344828,11,29,24.46613739,3.5,3,0,140,11
davidsilva,2019,29,140,1907,27,33,9854,123,13-12-1986,174.5,74.5,Colombia,High/Medium,72,74,72.33333333,Midfielder,33,5059,62,81.59677419,22,31,24.46613739,3.5,3,0,280,33
davyklaassen,2017,15,38,270,7,12,270,7,21-02-1993,179.3333333,70.66666667,Netherlands,High/High,69.66666667,76.5,79.5,Midfielder,24,0,0,0,0,0,21.97316234,4,3,0,0,0
deandreyedlin,2017,43,327,3012,34,35,7108,85,09-07-1993,172.5,73.16666667,United States,High/Medium,92.66666667,72.66666667,73.83333333,Defender,24,0,0,0,0,0,24.58867185,3.5,1,0,0,0
deandreyedlin,2018,18,327,2640,29,34,7108,85,09-07-1993,172.5,73.16666667,United States,High/Medium,92.66666667,72.66666667,73.83333333,Defender,25,3012,34,88.58823529,43,34,24.58867185,3.5,1,0,327,43
deandreyedlin,2019,184,327,999,16,25,7108,85,09-07-1993,172.5,73.16666667,United States,High/Medium,92.66666667,72.66666667,73.83333333,Defender,26,5652,63,89.71428571,30.5,31.5,24.58867185,3.5,1,0,654,18
deandreyedlin,2020,44,327,457,6,9,7108,85,09-07-1993,172.5,73.16666667,United States,High/Medium,92.66666667,72.66666667,73.83333333,Defender,27,6651,79,84.18987342,81.66666667,26.33333333,24.58867185,3.5,1,1,981,184
deanhenderson,2020,29,29,1190,13,38,4610,49,12-03-1997,190,84,England,Medium/Medium,0,0,68.2,Goalkeeper,23,0,0,0,0,0,23.26869806,3,0,0,0,0
deanmarney,2016,337,371,1845,21,21,1845,21,31-01-1984,182.2,73.2,England,Medium/High,61.2,76.4,70,Midfielder,32,0,0,0,0,0,22.05029153,3.5,3,0,0,0
deanmarney,2017,34,371,0,0,11,1845,21,31-01-1984,182.2,73.2,England,Medium/High,61.2,76.4,70,Midfielder,33,1845,21,87.85714286,337,21,22.05029153,3.5,3,1,371,337
dejanlovren,2016,7,269,2689,29,31,6811,81,05-07-1989,188,84,Croatia,Medium/High,55.8,79.8,80.6,Defender,27,0,0,0,0,0,23.76641014,3.5,1,0,0,0
dejanlovren,2017,13,269,2259,29,34,6811,81,05-07-1989,188,84,Croatia,Medium/High,55.8,79.8,80.6,Defender,28,2689,29,92.72413793,7,29,23.76641014,3.5,1,0,269,7
dejanlovren,2018,138,269,1041,13,19,6811,81,05-07-1989,188,84,Croatia,Medium/High,55.8,79.8,80.6,Defender,29,4948,58,85.31034483,10,29,23.76641014,3.5,1,0,538,13
dejanlovren,2019,51,269,822,10,20,6811,81,05-07-1989,188,84,Croatia,Medium/High,55.8,79.8,80.6,Defender,30,5989,71,84.35211268,52.66666667,23.66666667,23.76641014,3.5,1,1,807,138
delealli,2016,10,194,3172,37,37,10743,138,11-04-1996,187.8333333,78.16666667,England,High/Medium,73.5,76.5,80.66666667,Midfielder,20,0,0,0,0,0,22.1552299,3.5,3,0,0,0
delealli,2017,13,194,3075,36,36,10743,138,11-04-1996,187.8333333,78.16666667,England,High/Medium,73.5,76.5,80.66666667,Midfielder,21,3172,37,85.72972973,10,37,22.1552299,3.5,3,0,194,10
delealli,2018,104,194,1898,25,25,10743,138,11-04-1996,187.8333333,78.16666667,England,High/Medium,73.5,76.5,80.66666667,Midfielder,22,6247,73,85.57534247,11.5,36.5,22.1552299,3.5,3,0,388,13
delealli,2019,49,194,1939,25,28,10743,138,11-04-1996,187.8333333,78.16666667,England,High/Medium,73.5,76.5,80.66666667,Midfielder,23,8145,98,83.1122449,42.33333333,32.66666667,22.1552299,3.5,3,0,582,104
delealli,2020,18,194,659,15,23,10743,138,11-04-1996,187.8333333,78.16666667,England,High/Medium,73.5,76.5,80.66666667,Midfielder,24,10084,123,81.98373984,44,30.75,22.1552299,3.5,3,0,776,49
demaraigray,2018,31,31,2072,34,35,5756,121,28-06-1996,179.6666667,71.33333333,England,Medium/Medium,88.33333333,54.33333333,72.83333333,Forward,22,0,0,0,0,0,22.09823042,3,2,0,0,0
demeacoduhaney,2018,72,72,45,1,2,45,1,13-10-1998,180,70,England,High/Medium,71,64,61,Defender,20,0,0,0,0,0,21.60493827,3.5,1,0,0,0
denisodoi,2018,15,31,2744,31,34,3029,34,27-05-1988,178.3333333,69.33333333,Belgium,High/High,82,70,71,Defender,30,0,0,0,0,0,21.80103066,4,1,0,0,0
dennispraet,2019,4,154,1205,27,34,1948,42,14-05-1994,181,78,Belgium,High/Medium,71.66666667,65.33333333,76.5,Midfielder,25,0,0,0,0,0,23.80879705,3.5,3,0,0,0
dennispraet,2020,85,154,743,15,25,1948,42,14-05-1994,181,78,Belgium,High/Medium,71.66666667,65.33333333,76.5,Midfielder,26,1205,27,44.62962963,4,27,23.80879705,3.5,3,0,154,4
dennissrbeny,2019,86,153,78,8,18,78,8,05-05-1994,190,83,Germany,High/Medium,65.25,70,66,Forward,25,0,0,0,0,0,22.99168975,3.5,2,0,0,0
diafrasakho,2016,337,477,191,4,5,550,18,24-12-1989,184,79,Senegal,High/Medium,74.6,72.2,74.8,Forward,27,0,0,0,0,0,23.33412098,3.5,2,0,0,0
diafrasakho,2017,18,477,359,14,18,550,18,24-12-1989,184,79,Senegal,High/Medium,74.6,72.2,74.8,Forward,28,191,4,47.75,337,4,23.33412098,3.5,2,1,477,337
dieumercimbokani,2016,146,266,808,12,17,808,12,22-11-1985,185,73,DR Congo,High/Medium,72.33333333,76,78.33333333,Forward,31,0,0,0,0,0,21.32943755,3.5,2,0,0,0
dimitripayet,2016,14,118,1587,18,18,1587,18,29-03-1987,175,77,France,High/Low,73.83333333,68.33333333,83,Midfielder,29,0,0,0,0,0,25.14285714,3,3,0,0,0
divockorigi,2016,14,44,1581,34,38,3022,84,18-04-1995,186,75,Belgium,High/Medium,82.66666667,73,77.33333333,Forward,21,0,0,0,0,0,21.6788068,3.5,2,0,0,0
divockorigi,2017,18,44,14,1,2,3022,84,18-04-1995,186,75,Belgium,High/Medium,82.66666667,73,77.33333333,Forward,22,1581,34,46.5,14,34,21.6788068,3.5,2,0,44,14
divockorigi,2019,12,44,804,28,37,3022,84,18-04-1995,186,75,Belgium,High/Medium,82.66666667,73,77.33333333,Forward,24,1595,35,45.57142857,16,17.5,21.6788068,3.5,2,0,88,18
domingosquina,2018,91,184,366,8,19,404,12,18-11-1999,175,65.75,Portugal,Medium/Medium,71.25,47.75,64.25,Midfielder,19,0,0,0,0,0,21.46938776,3,3,0,0,0
domingosquina,2019,36,184,38,4,16,404,12,18-11-1999,175,65.75,Portugal,Medium/Medium,71.25,47.75,64.25,Midfielder,20,366,8,45.75,91,8,21.46938776,3,3,0,184,91
dominicsolanke,2018,157,201,382,10,11,2826,63,14-09-1997,186,77.5,England,High/Medium,71.16666667,63.16666667,68.83333333,Forward,21,0,0,0,0,0,22.40143369,3.5,2,0,0,0
donnyvandebeek,2020,14,78,601,19,34,601,19,18-04-1997,183.3333333,74.33333333,Netherlands,Medium/Medium,65.16666667,73.33333333,75.5,Midfielder,23,0,0,0,0,0,22.11570248,3,3,0,0,0
duncanwatmore,2016,286,732,1060,14,14,1060,14,08-03-1994,175,72,England,High/Medium,79.8,57.8,67.2,Forward,22,0,0,0,0,0,23.51020408,3.5,2,0,0,0
dusantadic,2016,25,36,2496,33,33,5374,69,20-11-1988,181,76,Serbia,Medium/Medium,69.66666667,67,80.83333333,Midfielder,28,0,0,0,0,0,23.19831507,3,3,0,0,0
dwightgayle,2017,15,299,2061,35,36,3549,73,17-10-1990,175.5,74.83333333,England,Medium/Medium,82.33333333,60.16666667,74,Forward,27,0,0,0,0,0,24.29633959,3,2,0,0,0
dwightgayle,2019,156,299,908,20,27,3549,73,17-10-1990,175.5,74.83333333,England,Medium/Medium,82.33333333,60.16666667,74,Forward,29,2061,35,58.88571429,15,35,24.29633959,3,2,0,299,15
dwightgayle,2020,97,299,580,18,27,3549,73,17-10-1990,175.5,74.83333333,England,Medium/Medium,82.33333333,60.16666667,74,Forward,30,2969,55,53.98181818,85.5,27.5,24.29633959,3,2,1,598,156
dwightmcneil,2019,21,41,3501,38,38,8387,96,22-11-1999,183,68.66666667,England,High/High,74.66666667,63.66666667,71.33333333,Midfielder,20,0,0,0,0,0,20.50424518,4,3,0,0,0
dwightmcneil,2020,20,41,3231,36,36,8387,96,22-11-1999,183,68.66666667,England,High/High,74.66666667,63.66666667,71.33333333,Midfielder,21,3501,38,92.13157895,21,38,20.50424518,4,3,0,41,21
eberechieze,2020,166,166,2684,34,36,2684,34,29-06-1998,173,67,England,Medium/Medium,70.75,62,66,Midfielder,22,0,0,0,0,0,22.38631428,3,3,0,0,0
edenhazard,2016,97,463,3072,36,36,8661,107,07-01-1991,173.6666667,74.33333333,Belgium,High/Medium,90,65.5,89.5,Forward,25,0,0,0,0,0,24.64623988,3.5,2,0,0,0
edenhazard,2018,19,463,3071,37,37,8661,107,07-01-1991,173.6666667,74.33333333,Belgium,High/Medium,90,65.5,89.5,Forward,27,3072,36,85.33333333,97,36,24.64623988,3.5,2,0,463,97
edimilsonfernandes,2017,144,351,885,14,19,1992,42,15-04-1996,189,73.5,Switzerland,High/Medium,75.16666667,67.66666667,69.66666667,Midfielder,21,0,0,0,0,0,20.57613169,3.5,3,0,0,0
edinsoncavani,2020,42,234,1473,26,26,1473,26,14-02-1987,184.4,73.4,Uruguay,High/High,76,81.4,86.8,Forward,33,0,0,0,0,0,21.58610208,4,2,0,0,0
eliaquimmangala,2017,262,452,668,11,26,668,11,13-02-1991,187,84,France,Medium/High,67.16666667,82.5,77.5,Defender,26,0,0,0,0,0,24.02127599,3.5,1,0,0,0
eliaskachunga,2017,147,173,1378,19,20,2629,39,22-04-1992,178,74,DR Congo,High/Medium,80.5,69.16666667,70.33333333,Forward,25,0,0,0,0,0,23.35563691,3.5,2,0,0,0
emersonhyndman,2018,32,368,42,1,4,101,2,09-04-1996,170.6666667,61,United States,High/Medium,66.66666667,45.83333333,66,Midfielder,22,0,0,0,0,0,20.94268799,3.5,3,0,0,0
emilesmithrowe,2018,210,327,0,0,3,1595,22,28-07-2000,182,64,England,High/Medium,78,46,64.66666667,Midfielder,18,0,0,0,0,0,19.321338,3.5,3,0,0,0
emilesmithrowe,2019,25,327,102,2,4,1595,22,28-07-2000,182,64,England,High/Medium,78,46,64.66666667,Midfielder,19,0,0,0,210,0,19.321338,3.5,3,1,327,210
emilesmithrowe,2020,92,327,1493,20,23,1595,22,28-07-2000,182,64,England,High/Medium,78,46,64.66666667,Midfielder,20,102,2,51,117.5,1,19.321338,3.5,3,0,654,25
emilkrafth,2019,151,226,1035,17,31,2380,33,02-08-1994,181,75.5,Sweden,High/Medium,75,70.83333333,72.16666667,Defender,25,0,0,0,0,0,23.04569458,3.5,1,0,0,0
emilkrafth,2020,52,226,1345,16,33,2380,33,02-08-1994,181,75.5,Sweden,High/Medium,75,70.83333333,72.16666667,Defender,26,1035,17,60.88235294,151,17,23.04569458,3.5,1,1,226,151
emrecan,2016,39,187,2513,32,33,4712,58,12-01-1994,185.6666667,82.66666667,Germany,Medium/Medium,72.33333333,83.33333333,79.66666667,Midfielder,22,0,0,0,0,0,23.98073805,3,3,0,0,0
emrecan,2017,68,187,2199,26,29,4712,58,12-01-1994,185.6666667,82.66666667,Germany,Medium/Medium,72.33333333,83.33333333,79.66666667,Midfielder,23,2513,32,78.53125,39,32,23.98073805,3,3,0,187,39
endastevens,2019,12,80,3526,38,38,6376,68,09-07-1990,183,78,Republic of Ireland,High/Medium,70.66666667,68,70,Defender,29,0,0,0,0,0,23.29122996,3.5,1,0,0,0
endastevens,2020,68,80,2850,30,30,6376,68,09-07-1990,183,78,Republic of Ireland,High/Medium,70.66666667,68,70,Defender,30,3526,38,92.78947368,12,38,23.29122996,3.5,1,0,80,12
ericbailly,2016,38,533,2170,25,27,5062,66,12-04-1994,186.6666667,77,Ivory Coast,Medium/High,76.66666667,80.33333333,80,Defender,22,0,0,0,0,0,22.09821429,3.5,1,0,0,0
ericbailly,2017,121,533,1060,13,18,5062,66,12-04-1994,186.6666667,77,Ivory Coast,Medium/High,76.66666667,80.33333333,80,Defender,23,2170,25,86.8,38,25,22.09821429,3.5,1,0,533,38
ericbailly,2018,130,533,694,12,21,5062,66,12-04-1994,186.6666667,77,Ivory Coast,Medium/High,76.66666667,80.33333333,80,Defender,24,3230,38,85,79.5,19,22.09821429,3.5,1,1,1066,121
ericbailly,2019,174,533,168,4,14,5062,66,12-04-1994,186.6666667,77,Ivory Coast,Medium/High,76.66666667,80.33333333,80,Defender,25,3924,50,78.48,96.33333333,16.66666667,22.09821429,3.5,1,1,1599,130
ericbailly,2020,70,533,970,12,26,5062,66,12-04-1994,186.6666667,77,Ivory Coast,Medium/High,76.66666667,80.33333333,80,Defender,26,4092,54,75.77777778,115.75,13.5,22.09821429,3.5,1,1,2132,174
ericdier,2016,14,152,3209,36,37,11846,137,15-01-1994,188.6666667,88.16666667,England,Medium/High,61.5,83,78.5,Defender,22,0,0,0,0,0,24.76931913,3.5,1,0,0,0
ericdier,2018,113,152,1579,20,24,11846,137,15-01-1994,188.6666667,88.16666667,England,Medium/High,61.5,83,78.5,Defender,24,3209,36,89.13888889,14,36,24.76931913,3.5,1,0,152,14
ericdier,2019,13,152,1426,19,32,11846,137,15-01-1994,188.6666667,88.16666667,England,Medium/High,61.5,83,78.5,Defender,25,4788,56,85.5,63.5,28,24.76931913,3.5,1,0,304,113
ericdier,2020,12,152,2660,28,37,11846,137,15-01-1994,188.6666667,88.16666667,England,Medium/High,61.5,83,78.5,Defender,26,6214,75,82.85333333,46.66666667,25,24.76931913,3.5,1,0,456,13
erikdurm,2018,83,581,2177,28,30,2177,28,12-05-1992,182.8333333,71.66666667,Germany,High/Medium,79.16666667,70.5,75.16666667,Defender,26,0,0,0,0,0,21.4390951,3.5,1,0,0,0
eriklamela,2016,388,652,633,9,9,4686,101,04-03-1992,183.1666667,76.66666667,Argentina,High/High,76.66666667,66.66666667,80,Midfielder,24,0,0,0,0,0,22.85144655,4,3,0,0,0
eriklamela,2018,133,652,1032,19,22,4686,101,04-03-1992,183.1666667,76.66666667,Argentina,High/High,76.66666667,66.66666667,80,Midfielder,26,633,9,70.33333333,388,9,22.85144655,4,3,1,652,388
eriklamela,2019,78,652,1291,25,27,4686,101,04-03-1992,183.1666667,76.66666667,Argentina,High/High,76.66666667,66.66666667,80,Midfielder,27,1665,28,59.46428571,260.5,14,22.85144655,4,3,1,1304,133
eriklamela,2020,53,652,808,23,28,4686,101,04-03-1992,183.1666667,76.66666667,Argentina,High/High,76.66666667,66.66666667,80,Midfielder,28,2956,53,55.77358491,199.6666667,17.66666667,22.85144655,4,3,0,1956,78
erikpieters,2017,17,50,2860,31,32,9518,111,07-08-1988,183.1666667,85.66666667,Netherlands,Medium/High,66.33333333,78.33333333,74.33333333,Defender,29,0,0,0,0,0,25.53400767,3.5,1,0,0,0
erikpieters,2020,33,50,1345,20,32,9518,111,07-08-1988,183.1666667,85.66666667,Netherlands,Medium/High,66.33333333,78.33333333,74.33333333,Defender,32,2860,31,92.25806452,17,31,25.53400767,3.5,1,0,50,17
ethanampadu,2017,123,370,15,1,12,2210,26,14-09-2000,182.6666667,72.66666667,Wales,Medium/Medium,60,65,65.66666667,Defender,17,0,0,0,0,0,21.7779317,3,1,0,0,0
ethanampadu,2018,76,370,0,0,4,2210,26,14-09-2000,182.6666667,72.66666667,Wales,Medium/Medium,60,65,65.66666667,Defender,18,15,1,15,123,1,21.7779317,3,1,1,370,123
ethanampadu,2020,39,370,2195,25,29,2210,26,14-09-2000,182.6666667,72.66666667,Wales,Medium/Medium,60,65,65.66666667,Defender,20,15,1,15,99.5,0.5,21.7779317,3,1,0,740,76
ezrikonsa,2019,17,29,2142,25,38,5469,61,06-04-1998,183,77,England,Medium/Medium,74.8,67.6,65,Defender,21,0,0,0,0,0,22.99262444,3,1,0,0,0
ezrikonsa,2020,12,29,3327,36,36,5469,61,06-04-1998,183,77,England,Medium/Medium,74.8,67.6,65,Defender,22,2142,25,85.68,17,25,22.99262444,3,1,0,29,17
fabiandelph,2016,126,536,254,7,13,4426,64,21-11-1989,174,69,England,High/High,73,73.66666667,77.66666667,Midfielder,27,0,0,0,0,0,22.79032897,4,3,0,0,0
fabiandelph,2017,61,536,1826,22,25,4426,64,21-11-1989,174,69,England,High/High,73,73.66666667,77.66666667,Midfielder,28,254,7,36.28571429,126,7,22.79032897,4,3,1,536,126
fabiandelph,2018,60,536,771,11,17,4426,64,21-11-1989,174,69,England,High/High,73,73.66666667,77.66666667,Midfielder,29,2080,29,71.72413793,93.5,14.5,22.79032897,4,3,0,1072,61
fabiandelph,2019,205,536,1279,16,17,4426,64,21-11-1989,174,69,England,High/High,73,73.66666667,77.66666667,Midfielder,30,2851,40,71.275,82.33333333,13.33333333,22.79032897,4,3,0,1608,60
fabiandelph,2020,84,536,296,8,15,4426,64,21-11-1989,174,69,England,High/High,73,73.66666667,77.66666667,Midfielder,31,4130,56,73.75,113,14,22.79032897,4,3,1,2144,205
fabioborini,2016,112,201,1841,24,26,1841,24,23-03-1991,180,74,Italy,High/Medium,76.25,69.5,76,Forward,25,0,0,0,0,0,22.83950617,3.5,2,0,0,0
fikayotomori,2019,36,36,1358,15,27,1408,16,19-12-1997,185,75.6,England,Medium/Medium,76.2,67.4,67.2,Defender,22,0,0,0,0,0,22.08911614,3,1,0,0,0
florianlejeune,2017,28,515,2219,24,28,3795,42,20-05-1991,188.8333333,85,France,Medium/High,49.5,80.16666667,76.83333333,Defender,26,0,0,0,0,0,23.83754944,3.5,1,0,0,0
florianlejeune,2018,394,515,1110,12,13,3795,42,20-05-1991,188.8333333,85,France,Medium/High,49.5,80.16666667,76.83333333,Defender,27,2219,24,92.45833333,28,24,23.83754944,3.5,1,0,515,28
florianlejeune,2019,86,515,466,6,12,3795,42,20-05-1991,188.8333333,85,France,Medium/High,49.5,80.16666667,76.83333333,Defender,28,3329,36,92.47222222,211,18,23.83754944,3.5,1,1,1030,394
florinandone,2019,702,818,147,3,3,1095,26,11-04-1993,180.6666667,78,Romania,High/High,76,78,75.83333333,Forward,26,0,0,0,0,0,23.89673343,4,2,0,0,0
florinandone,2020,64,818,0,0,1,1095,26,11-04-1993,180.6666667,78,Romania,High/High,76,78,75.83333333,Forward,27,147,3,49,702,3,23.89673343,4,2,1,818,702
floringardos,2016,95,95,0,0,3,0,0,29-10-1988,193,86.4,Romania,Medium/High,46,71.8,70.2,Defender,28,0,0,0,0,0,23.19525356,3.5,1,0,0,0
fraizercampbell,2016,77,77,214,12,24,214,12,13-09-1987,172,81.83333333,England,High/Medium,75,66.66666667,69.83333333,Forward,29,0,0,0,0,0,27.66134848,3.5,2,0,0,0
franciscoquelin,2016,33,411,1864,29,35,2045,36,13-05-1991,177.3333333,74,France,Medium/High,69.66666667,79.66666667,79.5,Midfielder,25,0,0,0,0,0,23.53157329,3.5,3,0,0,0
franciscoquelin,2017,232,411,181,7,19,2045,36,13-05-1991,177.3333333,74,France,Medium/High,69.66666667,79.66666667,79.5,Midfielder,26,1864,29,64.27586207,33,29,23.53157329,3.5,3,0,411,33
fraserforster,2016,11,11,3610,38,38,6365,67,17-03-1988,201,92.5,England,Medium/Medium,0,0,76,Goalkeeper,28,0,0,0,0,0,22.89547288,3,0,0,0,0
frederikalves,2020,31,31,0,0,11,0,0,08-11-1999,189,78,Denmark,Medium/Medium,55,64,60,Defender,21,0,0,0,0,0,21.83589485,3,1,0,0,0
garethbale,2020,68,381,973,20,30,973,20,16-07-1989,184,77.83333333,Wales,High/Medium,92.66666667,76.33333333,87,Midfielder,31,0,0,0,0,0,22.98952426,3.5,3,0,0,0
garethbarry,2017,104,104,2022,25,25,4241,58,23-02-1981,183,78.5,England,Medium/High,34.75,75,77.75,Midfielder,36,0,0,0,0,0,23.44053271,3.5,3,0,0,0
garethmcauley,2016,92,147,3308,36,36,3799,45,05-12-1979,192.6,89.2,Northern Ireland,Low/High,35,71,74,Defender,37,0,0,0,0,0,24.04652301,3,1,0,0,0
garycahill,2018,142,317,32,2,10,9986,111,19-12-1985,193,86.66666667,England,Medium/Medium,54.66666667,76,80.83333333,Defender,33,0,0,0,0,0,23.26684385,3,1,0,0,0
garycahill,2019,36,317,2288,25,27,9986,111,19-12-1985,193,86.66666667,England,Medium/Medium,54.66666667,76,80.83333333,Defender,34,32,2,16,142,2,23.26684385,3,1,1,317,142
garycahill,2020,139,317,1900,20,27,9986,111,19-12-1985,193,86.66666667,England,Medium/Medium,54.66666667,76,80.83333333,Defender,35,2320,27,85.92592593,89,13.5,23.26684385,3,1,0,634,36
garymadine,2018,16,16,57,5,12,57,5,24-08-1990,191.3333333,75,England,High/Low,57.66666667,77.83333333,67,Forward,28,0,0,0,0,0,20.48707645,3,2,0,0,0
geoffcameron,2016,126,160,1723,19,21,3332,39,11-07-1985,191,84,United States,Medium/Medium,62.5,76.33333333,74,Defender,31,0,0,0,0,0,23.0256846,3,1,0,0,0
